hillnumber, hillname, region, parent, classification, metres, feet, gridref, gridref10, colgridref, colheight, drop, feature, observations, survey, revision, comments, map50, map25, xcoord, ycoord, latitude, longitude, country, climbed, tumponly,Ma,Ma=,Hu,Hu=,M,MT,Mur,F,C,CT,CTM,CTC,G,GT,GTM,GTC,GTG,GTH,D,DT,DN,Hew,N,Tu,Sim,5,5D,5H,4,3,2,1,0,sMa,sHu,sMur,sCT,sGT,sHew,s5,s5D,s5H,s4,W,WO,B,Sy,Fel,CoH,CoU,CoA,CoL,xMT,xC,xN,xDT,O,Un,BL,Bg,T100,P600,P500
3880,"Great Whinscale","34D",2643,"B","427","1401","SD198989","SD 19805 98958","SD198989","422","5","rock","","Abney level","2012-05-07","Summit corresponds to GR and map in Birkett. However the route description suggests the 448m peak at SD199989.","96","6N","319804","498959","54.379792","-3.236217","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3881,"Blake Rigg (Tilberthwaite)","34D",2634,"B","423","1388","NY301011","NY 30102 01174","NY 3005 0134","403","20","stones on rock outcrop","ground 6m N is highest point","Abney level","2012-08-15","","90","6N 7N","330101","501175","54.401223","-3.078236","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3882,"Stoneside Hill","34D",2647,"B","422","1385","SD145892","SD 14587 89268","SD148895","394","28","rock 1m from collapsed wall","","obvious summit","2011-10-17","","96","6N 6S","314585","489268","54.291879","-3.313754","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3883,"Haystacks (Tilberthwaite)","34D",2634,"B","423","1388","NY300013","NY 30063 01393","NY 3001 0145","404","19","rock 10m N of cairn","","Abney level","2014-02-14","","90","6N 7N","330062","501394","54.403186","-3.078889","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3884,"Long Crag - Yewdale Fells","34D",2634,"B","421","1381","SD298989","SD 29808 98963","SD297990","410","11","large dished rock","","","2010-03-28","","96 97","6N","329807","498964","54.381315","-3.082241","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3885,"High Wythow","34D",2634,"B","410","1345","SD300990","SD 30035 99024","SD299990","400","10","cairn","rock 3m N is highest point","","2009-06-08","","96 97","6N 7N","330034","499025","54.381895","-3.078761","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3886,"Great Intake - Low Fell","34D",2634,"4,B","408","1339","NY302021","NY 30283 02165","NY300019","361","47","cairn","","obvious summit","2014-02-14","","90","6N 7N","330282","502166","54.410153","-3.075682","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3887,"Fox Haw","34D",2634,"3,B","385","1263","SD223936","SD 22351 93652","SD225941","316","69","cairn","","","2012-08-15","","96","6N","322349","493652","54.332511","-3.195642","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3888,"Broad Crag - Birker Fell","34D",2643,"B","372","1220","SD195978","SD 19502 97842","SD196978","360","12","rock","","obvious summit","2009-06-08","","96","6N","319500","497843","54.369717","-3.240579","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3889,"Low Wythow","34D",2634,"B","372","1220","SD302992","SD 30279 99265","SD 30230 99234","360","12","cairn","rock 3m W is highest point","obvious summit","2010-03-28","","96 97","6N 7N","330278","499266","54.384094","-3.075062","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3890,"Brackeny Crag","34D",2634,"B","364","1194","SD303998","SD 30306 99817","SD302995","342","22","rock","","obvious summit","2011-10-17","","96 97","6N 7N","330305","499818","54.389058","-3.074776","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3891,"High Pike Haw","34D",2634,"B","354","1161","SD263949","SD 26354 94912","SD 2632 9493","340","14","cairn","","obvious summit","2010-06-28","","96 97","6N","326353","494912","54.344427","-3.134407","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3892,"Brock Barrow","34D",2634,"B","343","1125","SD220942","SD 22031 94281","SD 22134 94230","314","29","rocky outcrop","2nd rocky outcrop to E is lower","Abney level","2012-08-15","","96","6N","322029","494281","54.338114","-3.200727","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3893,"Birker Fell - Great Crag","34D",2643,"B","333","1093","SD186978","SD 18641 97814","SD188978","312","21","ground within 1m of cairn on outcrop","cairn 70m away on N top at SD 18619 97886 is much lower","obvious summit","2011-10-17","","96","6N","318639","497814","54.369328","-3.253821","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3894,"Bigert","34D",2647,"B","331","1086","SD176932","SD 17663 93203","SD 1735 9326","320","11","small cairn on grass bump E of wire fence","actual summit of hill is 90m WSW (331m spot height) at SD 17576 93178","Abney level","2009-06-08","","96","6N","317661","493203","54.327741","-3.267595","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3895,"Kepple Crag","34D",2643,"B","328","1076","SD198999","SD 19880 99905","SD198997","299","29","rock","","obvious summit","2010-05-06","","96","6N","319879","499906","54.388313","-3.235318","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3896,"Arnsbarrow Hill","34D",2667,"B","322","1056","SD311911","SD 31104 91170","SD310917","300","22","sharp rock pinnacle","highest point of hill is 85m NNW  at SD 31077 91251","Abney level","2009-06-08","","96 97","7N","331103","491170","54.311467","-3.060486","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3897,"Birch Fell","34D",2671,"3,B","318","1043","SD395891","SD 39528 89146","SD 3924 8903","277","41","grassy mound by larch tree","","Abney level","2010-03-28","","96 97","7N 7S","339527","489146","54.294347","-2.930613","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3898,"Stang Hill [Arnsbarrow Hill South Top]","34D",2667,"B","316","1037","SD309908","SD 30957 90828","SD 3104 9100","300","16","cairn","","obvious summit","2010-03-28","","96 97","6N 7N","330956","490828","54.308374","-3.062666","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3899,"White Hall Knott","34D",2646,"B","311","1020","SD155855","SD 15568 85592","SD 15670 85666","292","19","small cairn on grassy mound","","obvious summit","2012-08-15","","96","6S","315566","485592","54.259013","-3.297648","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5288,"Sandale Hill","34A",2328,"Hu,3","373","1224","NY266398","NY 26674 39832","NY272379","256","117","boulder 3m SW of trig point","boulder is of  likely ancient origin","Abney level","2009-06-08","","89 90","4N","326673","539834","54.748091","-3.140691","E","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5289,"High Park","34B",2462,"Hu,2","247","810","NY042212","NY 04294 21200","NY056207","128","119","trig point","ground 15m S in very close in height","Abney level","2009-06-08","","89","4S 303","304292","521201","54.576936","-3.482158","E","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5290,"Hannah Moor","34B",2462,"Hu,1","141","463","NX952133","NX 95227 13323","NX981146","19","122","corner of field 45m S of trig point","ground which might be man-made is 70cm higher than trig point fb.  Note this field is S of the field in which trig point resides","Abney level","2009-06-08","","89","303","295225","513324","54.504375","-3.619567","E","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5291,"Sleddale Forest","34C",2528,"Hu,4","429","1407","NY487015","NY 48752 01579","NY485035","314","115","no feature","higher than ground at NY 48884 01547","Abney level","2009-06-08","","90","7N","348751","501579","54.407086","-2.791052","E","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5292,"Benson Knott","34D",2665,"Hu,3","319","1047","SD548941","SD 54840 94143","SD567932","186","133","no feature 3m NE of cairn","","","2009-06-08","","97","7N","354839","494143","54.340839","-2.696135","E","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5293,"Scout Hill","34D",2665,"Hu,2","285","935","SD564826","SD 56456 82634","SD592880","183","102","no feature: 33m NE of trig point","","obvious summit","2009-06-08","","97","7S","356455","482634","54.237551","-2.6696","E","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5294,"Black Brows","34D",2667,"Hu,2","268","879","SD362926","SD 36260 92621","SD360941","142","126","rock outcrop","","obvious summit","2010-05-06","","96 97","7N","336259","492621","54.325176","-2.981558","E","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5295,"Crook Knott","34D",2528,"Hu,2","256","840","SD447960","SD 44720 96048","SD430982","149","107","no feature","","obvious summit","2009-06-08","","97","7N","344719","496048","54.35696","-2.852133","E","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5296,"Scout Scar","34D",2528,"Hu,2","235","771","SD486922","SD 48677 92250","SD484957","109","126","no feature: grass and limestone scree","Wainwright Outlying Fell (hill 2692) is 270m S at SD 48663 91982 and is c 1.5m lower","Abney level","2009-06-08","","97","7N","348676","492250","54.323244","-2.790596","E","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5297,"Grassgarth Heights","34D",2671,"Hu,2","205","673","SD357825","SD 35780 82590","SD384846","75","130","rocky outcrop 10m north of trig point","","","2009-06-08","","96 97","7S","335779","482590","54.234976","-2.986781","E","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5618,"Hampsfell","34D",2671,"Hu,2","222","728","SD399794","SD 39959 79491","SD405817","117","105","limestone paving: 120m N by E of Hospice","this ground is higher than Hospice (SD 39932 79372) and limestone paving 35m S of Hospice (SD 39937 79338)","Abney level","2009-11-20","Separate hill entry (2696) exists for Wainwright Outlier 220m at SD399793","96 97","7S","339958","479491","54.207635","-2.922055","E","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7693,"Greystoke Forest","34A",2583,"3,sHu","365","1198","NY406337","NY 40636 33774","NY395273","275","90","ground 2m NW of trig point","rock outcrop 130m SW at NY 40714 33669 is about 1.5m lower and rock outcrop 40m SW at NY 40657 33741 is about 50cm lower","Abney level","2011-11-27","","90","5N","340635","533775","54.695502","-2.922579","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7694,"Haystacks SE Top","34B",2367,"s5","544","1785","NY199126","NY 19958 12691","NY198127","521","23","rock outcrop","","obvious summit","2011-11-27","","89 90","4S","319957","512692","54.503208","-3.237577","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7695,"Seavy Knott","34B",2367,"s5","544","1785","NY203123","NY 20372 12357","NY200125","519","25","rock outcrop with metal post","","obvious summit","2011-11-27","","89 90","4S","320371","512358","54.500273","-3.231095","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7696,"Hard Knott South Top","34B",2469,"s5","523","1716","NY230019","NY 23056 01966","NY229021","499","24","rock","","obvious summit","2012-12-12","","89 90","6N","323055","501967","54.407322","-3.186956","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7697,"Gale Fell East Top","34B",2381,"s4","499","1637","NY143168","NY 14369 16799","NY143165","479","20","heather mound","","","2011-11-27","","89","4S","314368","516800","54.539203","-3.325056","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7698,"Ether Knott","34B",2396,"4,sHu","419","1375","NY268171","NY 26834 17156","NY268159","325","94","grass on rock","ground 2m E is slightly lower","Abney level","2011-11-27","","89 90","4S","326833","517157","54.544368","-3.132527","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7699,"Mabbin Crag","34C",2603,"4,sHu","482","1581","NY565022","","NY577003","385","97","","","","2011-11-27","","90","7N","356500","502200","54.413386","-2.671774","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7701,"Whin Scar","34D",2682,"1,sHu","117","384","SD489790","SD 48914 79002","SD509771","24","93","tree","N end of raised area is lower","Abney level","2012-01-01","","97","7S","348913","479002","54.204213","-2.784688","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7833,"Gowbarrow Fell","34C",2598,"Hu,4","481.2","1579","NY407217","NY 40731 21722","NY 42362 23524","381.1","100.1","embedded rock","knoll 25m S at NY 40732 21699 is 8cm lower; hill 2610 (rock 3m SE of trig point) is 1cm lower","Leica NA730/530","2012-05-08","Wainwright/Birkett is hill 2610","90","5S","340730","521723","54.587217","-2.91866","E","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7868,"Heck Crag","34C",2528,"s5","560","1837","NY418149","NY 41838 14956","NY417148","539","21","small pile of stones on small rock outcrop","","obvious summit","2012-05-08","New subDewey found April 2012","90","5S","341837","514957","54.526547","-2.900193","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7898,"Rusland Heights","34D",2667,"2,sHu","244","801","SD352879","SD 35295 87971","SD361905","151","93","outcrop","","Abney level","2013-11-09","sHu status added October 2013","96 97","7S","335294","487971","54.283269","-2.995385","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7899,"Cockley Moor","34C",2515,"4","455","1493","NY381225","NY 38108 22530","NY378221","417","38","no feature: grassy top N of forest","some forestry has been recently cleared","","2012-01-20","","90","5S","338107","522531","54.594163","-2.959414","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7900,"Long Fell","34C",2559,"4","452","1483","NY557085","","NY552087","409","43","","","","2012-01-20","","90","7N","355700","508500","54.46993","-2.685044","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7901,"Knotts","34B",2396,"4","400","1312","NY267143","","NY269141","368","32","","","","2013-09-28","","89 90","4S","326700","514300","54.518679","-3.133866","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7902,"In Scar","34C",2559,"3","342","1122","NY535190","NY 53562 19067","NY562153","254","88","large embedded stone","ground 135m NE is 1-2m lower","Abney level","2014-02-14","Abney level survey in conjunction with old map data would suggest hill 2628 is c 20cm lower","90","5S","353561","519068","54.564703","-2.719709","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7903,"Hagg Hill [Hagg Wood]","34C",2598,"3","342","1122","NY428220","","NY424224","308","34","","","","2012-01-20","","90","5S","342800","522000","54.589945","-2.886688","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7904,"The Bell","34D",2634,"3","335","1099","SD287979","SD 28788 97908","SD284980","305","30","rock outcrop","","Abney level","2012-01-20","","96 97","6N","328787","497909","54.371694","-3.09769","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7905,"Latrigg","34A",2351,"3","322","1056","NY245355","","NY239352","256","66","","","","2012-01-20","","89 90","4N","324500","535500","54.708834","-3.173313","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7906,"Banks","34D",2634,"3","311","1020","SD267939","SD 26737 93980","SD265942","248","63","no feature","","obvious summit","2012-01-20","","96 97","6N","326736","493980","54.336107","-3.128287","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7907,"Keldas","34C",2515,"3","311","1020","NY385163","NY 38518 16292","NY383163","276","35","rock in grass","","","2012-01-20","","90","5S","338517","516293","54.53816","-2.951763","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7908,"Dacre Bank","34C",2583,"3","302","991","NY451276","","NY440274","262","40","","","","2012-01-20","","90","5S","345100","527600","54.640521","-2.852152","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7909,"The Park [Park Crags]","34D",2667,"3","302","991","SD311935","SD 31098 93510","SD318942","265","37","grassy & rocky knoll","","obvious summit","2012-01-20","","96 97","7N","331097","493510","54.332493","-3.06112","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7910,"Millrigg Knott","34C",2528,"3","300","984","NY464011","","NY466015","242","58","","","","2012-01-20","","90","7N","346400","501100","54.402535","-2.827182","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7911,"Lag Bank [Broughton Moor]","34D",2634,"4","412","1352","SD249942","SD 24998 94272","SD251947","381","31","small cairn on outcrop","rounded summit 90m ENE is 1m lower","Abney Level","2013-10-23","","96","6N","324997","494272","54.338478","-3.155101","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7912,"Birk Hill","34A",2328,"O","501","1644","NY308354","","NY308353","496","5","","","","2013-10-10","","90","4N 5N","330800","535400","54.708842","-3.075532","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7913,"Bowscale Fell Far East Top","34A",2320,"O","604","1982","NY347310","","NY346310","597","7","","","","2013-10-10","","90","5N 5S","334700","531000","54.669829","-3.014027","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7914,"Burnt Horse","34A",2319,"O","570","1870","NY288280","","NY286276","557","13","","","","2013-10-10","","89 90","4S","328800","528000","54.642074","-3.104758","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
